Token	0Gold	1Bert	2Flair	3Stanza	4Marmot	5Hunpos
hos	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-
alla	PO.DEF.PLU.UTR/NEU.-.-.-.-.-	PO.DEF.PLU.UTR/NEU.-.-.-.-.-	PO.DEF.PLU.UTR/NEU.-.-.-.-.-	PO.IND.PLU.UTR/NEU.-.-.-.-.-	PO.IND.PLU.UTR/NEU.-.-.-.-.-	PO.DEF.PLU.UTR/NEU.-.-.-.-.-
.	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-

Men	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
allt	PO.IND.SIN.NEU.-.-.-.-.-	PO.IND.SIN.NEU.-.-.-.-.-	PO.IND.SIN.NEU.-.-.-.-.-	PO.IND.SIN.NEU.-.-.-.-.-	PO.IND.SIN.NEU.-.-.-.-.-	PO.IND.SIN.NEU.-.-.-.-.-
prat	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	AJ.POS.SIN.IND.NEU.-.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-
var	VB.IND.AKT.PRS.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
tomt	AJ.POS.SIN.IND.NEU.-.-.-.-	AJ.POS.SIN.IND.NEU.-.-.-.-	AJ.POS.SIN.IND.NEU.-.-.-.-	AJ.POS.SIN.IND.NEU.-.-.-.-	AJ.POS.SIN.IND.NEU.-.-.-.-	AJ.POS.SIN.IND.NEU.-.-.-.-
och	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
hemma	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-
gjorde	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
han	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-
bara	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-
två	NU.-.-.-.-	NU.-.-.-.-	NU.-.-.-.-	NU.-.-.-.-	NU.-.-.-.-	NU.-.-.-.-
saker	NN.UTR.PLU.IND.-.-.-	NN.UTR.PLU.IND.-.-.-	NN.UTR.PLU.IND.-.-.-	NN.UTR.PLU.IND.-.-.-	NN.UTR.PLU.IND.-.-.-	NN.UTR.PLU.IND.-.-.-
,	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-
klagade	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
på	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-
allt	PO.IND.SIN.NEU.-.-.-.-.-	PO.IND.SIN.NEU.-.-.-.-.-	PO.IND.SIN.NEU.-.-.-.-.-	PO.IND.SIN.NEU.-.-.-.-.-	PO.IND.SIN.NEU.-.-.-.-.-	PO.IND.SIN.NEU.-.-.-.-.-
och	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
alla	PO.IND.PLU.UTR/NEU.-.-.-.-.-	PO.DEF.PLU.UTR/NEU.-.-.-.-.-	PO.DEF.PLU.UTR/NEU.-.-.-.-.-	PO.IND.PLU.UTR/NEU.-.-.-.-.-	PO.DEF.PLU.UTR/NEU.-.-.-.-.-	PO.IND.PLU.UTR/NEU.-.-.-.-.-
och	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
plågade	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
sin	PO.DEF.SIN.UTR.PSS.-.-.-.-	PO.DEF.SIN.UTR.PSS.-.-.-.-	PO.DEF.SIN.UTR.PSS.-.-.-.-	PO.DEF.SIN.UTR.PSS.-.-.-.-	PO.DEF.SIN.UTR.PSS.-.-.-.-	PO.DEF.SIN.UTR.PSS.-.-.-.-
omgivning	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-
.	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-

Minsta	AJ.SUV.SIN/PLU.DEF.UTR/NEU.-.-.-.-	AJ.SUV.SIN/PLU.DEF.UTR/NEU.-.-.-.-	AJ.SUV.SIN/PLU.DEF.UTR/NEU.-.-.-.-	AJ.SUV.SIN/PLU.DEF.UTR/NEU.-.-.-.-	AJ.SUV.SIN/PLU.DEF.UTR/NEU.-.-.-.-	AJ.SUV.SIN/PLU.DEF.UTR/NEU.-.-.-.-
sak	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-
retade	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
honom	PO.DEF.SIN.UTR.OBJ.-.-.-.-	PO.DEF.SIN.UTR.OBJ.-.-.-.-	PO.DEF.SIN.UTR.OBJ.-.-.-.-	PO.DEF.SIN.UTR.OBJ.-.-.-.-	PO.DEF.SIN.UTR.OBJ.-.-.-.-	PO.DEF.SIN.UTR.OBJ.-.-.-.-
till	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-
vansinne	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-
och	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
han	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-
utdelade	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
både	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
hugg	NN.NEU.PLU.IND.-.-.-	NN.NEU.PLU.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-
och	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
slag	NN.NEU.PLU.IND.-.-.-	NN.NEU.PLU.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-
,	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-
han	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-
plågade	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
både	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
husdjuren	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.UTR.SIN.DEF.-.-.-
och	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
barnen	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-
.	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-

Han	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-
åt	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
de	PO.DEF.PLU.UTR/NEU.SUB/OBJ.-.-.-.-	PO.DEF.PLU.UTR/NEU.SUB/OBJ.-.-.-.-	PO.DEF.PLU.UTR/NEU.SUB/OBJ.-.-.-.-	PO.DEF.PLU.UTR/NEU.SUB/OBJ.-.-.-.-	PO.DEF.PLU.UTR/NEU.SUB/OBJ.-.-.-.-	PO.DEF.PLU.UTR/NEU.SUB/OBJ.-.-.-.-
bästa	AJ.SUV.SIN/PLU.DEF.UTR/NEU.-.-.-.-	AJ.SUV.SIN/PLU.DEF.UTR/NEU.-.-.-.-	AJ.SUV.SIN/PLU.DEF.UTR/NEU.-.-.-.-	AJ.SUV.SIN/PLU.DEF.UTR/NEU.-.-.-.-	AJ.SUV.SIN/PLU.DEF.UTR/NEU.-.-.-.-	AJ.SUV.SIN/PLU.DEF.UTR/NEU.-.-.-.-
matbitarna	NN.UTR.PLU.DEF.-.-.-	NN.UTR.PLU.DEF.-.-.-	NN.UTR.PLU.DEF.-.-.-	NN.UTR.PLU.DEF.-.-.-	NN.UTR.PLU.DEF.-.-.-	NN.UTR.PLU.DEF.-.-.-
och	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
det	PO.DEF.SIN.NEU.SUB/OBJ.-.-.-.-	PO.DEF.SIN.NEU.SUB/OBJ.-.-.-.-	PO.DEF.SIN.NEU.SUB/OBJ.-.-.-.-	PO.DEF.SIN.NEU.SUB/OBJ.-.-.-.-	PO.DEF.SIN.NEU.SUB/OBJ.-.-.-.-	PO.DEF.SIN.NEU.SUB/OBJ.-.-.-.-
var	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
bara	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-
han	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-
som	SU.-.-.-.-	SU.-.-.-.-	SU.-.-.-.-	SU.-.-.-.-	SU.-.-.-.-	SU.-.-.-.-
fick	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
läsa	VB.INF.AKT.-.-.-.-	VB.INF.AKT.-.-.-.-	VB.INF.AKT.-.-.-.-	VB.INF.AKT.-.-.-.-	VB.INF.AKT.-.-.-.-	VB.INF.AKT.-.-.-.-
i	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-
ljus	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-
på	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-
kvällarna	NN.UTR.PLU.DEF.-.-.-	NN.UTR.PLU.DEF.-.-.-	NN.UTR.PLU.DEF.-.-.-	NN.UTR.PLU.DEF.-.-.-	NN.UTR.PLU.DEF.-.-.-	NN.UTR.PLU.DEF.-.-.-
.	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-

Nils	EN.-.-.-.-	EN.-.-.-.-	EN.-.-.-.-	EN.-.-.-.-	EN.-.-.-.-	EN.-.-.-.-
A	EN.-.FKN.-.-	EN.-.-.-.-	EN.-.-.-.-	EN.-.-.-.-	EN.-.-.-.-	EN.-.-.-.-
Bengtsson	EN.-.-.-.-	EN.-.-.-.-	EN.-.-.-.-	EN.-.-.-.-	EN.-.-.-.-	EN.-.-.-.-
var	VB.IND.AKT.PRS.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
inte	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-
bara	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-	AB.-.-.-.-.-
en	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-
ond	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-
man	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-
,	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-
han	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-
var	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
djävulens	NN.UTR.SIN.DEF.-.GEN.-	NN.UTR.SIN.DEF.-.GEN.-	NN.UTR.SIN.DEF.-.GEN.-	NN.NEU.SIN.DEF.-.GEN.-	NN.UTR.SIN.DEF.-.GEN.-	NN.UTR.SIN.DEF.-.GEN.-
budbärare	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.PLU.IND.-.-.-	NN.UTR.SIN.IND.-.-.-
,	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-
falskhetens	NN.UTR.SIN.DEF.-.GEN.-	NN.UTR.SIN.DEF.-.GEN.-	NN.UTR.SIN.DEF.-.GEN.-	NN.UTR.SIN.DEF.-.GEN.-	NN.UTR.SIN.DEF.-.GEN.-	NN.UTR.SIN.DEF.-.GEN.-
apostel	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-
och	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
hyckleriets	NN.NEU.SIN.DEF.-.GEN.-	NN.NEU.SIN.DEF.-.GEN.-	NN.NEU.SIN.DEF.-.GEN.-	NN.NEU.SIN.DEF.-.GEN.-	NN.NEU.SIN.DEF.-.GEN.-	NN.NEU.SIN.DEF.-.GEN.-
lärjunge	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-
.	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-

I	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-
sitt	PO.DEF.SIN.NEU.PSS.-.-.-.-	PO.DEF.SIN.NEU.PSS.-.-.-.-	PO.DEF.SIN.NEU.PSS.-.-.-.-	PO.DEF.SIN.NEU.PSS.-.-.-.-	PO.DEF.SIN.NEU.PSS.-.-.-.-	PO.DEF.SIN.NEU.PSS.-.-.-.-
hem	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-	NN.NEU.SIN.IND.-.-.-
slog	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
han	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-
barnen	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.UTR.SIN.DEF.-.-.-
och	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
i	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-
kyrkan	NN.UTR.SIN.DEF.-.-.-	NN.UTR.SIN.DEF.-.-.-	NN.UTR.SIN.DEF.-.-.-	NN.UTR.SIN.DEF.-.-.-	NN.UTR.SIN.DEF.-.-.-	NN.UTR.SIN.DEF.-.-.-
klappade	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-	VB.IND.AKT.PRT.-.-.-
han	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-	PO.DEF.SIN.UTR.SUB.-.-.-.-
barnen	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.UTR.PLU.DEF.-.-.-
på	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-	PE.-.-.-.-
deras	PO.DEF.SIN/PLU.UTR/NEU.PSS.-.-.-.-	PO.DEF.SIN/PLU.UTR/NEU.PSS.-.-.-.-	PO.DEF.SIN/PLU.UTR/NEU.PSS.-.-.-.-	PO.DEF.SIN/PLU.UTR/NEU.PSS.-.-.-.-	PO.DEF.SIN/PLU.UTR/NEU.PSS.-.-.-.-	PO.DEF.SIN/PLU.UTR/NEU.PSS.-.-.-.-
små	AJ.POS.PLU.IND/DEF.UTR/NEU.-.-.-.-	AJ.POS.PLU.IND/DEF.UTR/NEU.-.-.-.-	AJ.POS.PLU.IND/DEF.UTR/NEU.-.-.-.-	AJ.POS.PLU.IND/DEF.UTR/NEU.-.-.-.-	AJ.POS.PLU.IND/DEF.UTR/NEU.-.-.-.-	AJ.POS.PLU.IND/DEF.UTR/NEU.-.-.-.-
huvuden	NN.NEU.PLU.DEF.-.-.-	NN.NEU.PLU.IND.-.-.-	NN.NEU.PLU.IND.-.-.-	NN.NEU.PLU.DEF.-.-.-	NN.UTR.SIN.DEF.-.-.-	NN.UTR.SIN.DEF.-.-.-
som	SU.-.-.-.-	SU.-.-.-.-	SU.-.-.-.-	SU.-.-.-.-	SU.-.-.-.-	SU.-.-.-.-
en	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-
utsänd	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-
frälsare	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-
eller	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-	KO.-.-.-.-
snarare	AJ.KOM.SIN/PLU.IND/DEF.UTR/NEU.-.-.-.-	AJ.KOM.SIN/PLU.IND/DEF.UTR/NEU.-.-.-.-	AJ.KOM.SIN/PLU.IND/DEF.UTR/NEU.-.-.-.-	AJ.KOM.SIN/PLU.IND/DEF.UTR/NEU.-.-.-.-	AJ.KOM.SIN/PLU.IND/DEF.UTR/NEU.-.-.-.-	AJ.KOM.SIN/PLU.IND/DEF.UTR/NEU.-.-.-.-
en	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-
förtvinad	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-	AJ.POS.SIN.IND.UTR.-.-.-.-
diktator	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-
.	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-	SY.DEL.-.-.-

Det	PO.DEF.SIN.NEU.SUB/OBJ.-.-.-.-	PO.DEF.SIN.NEU.SUB/OBJ.-.-.-.-	PO.DEF.SIN.NEU.SUB/OBJ.-.-.-.-	PO.DEF.SIN.NEU.SUB/OBJ.-.-.-.-	PO.DEF.SIN.NEU.SUB/OBJ.-.-.-.-	PO.DEF.SIN.NEU.SUB/OBJ.-.-.-.-
finns	VB.IND.SFO.PRS.-.-.-	VB.IND.SFO.PRS.-.-.-	VB.IND.SFO.PRS.-.-.-	VB.IND.SFO.PRS.-.-.-	VB.IND.SFO.PRS.-.-.-	VB.IND.SFO.PRS.-.-.-
ingen	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-	PO.IND.SIN.UTR.-.-.-.-.-
anledning	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-	NN.UTR.SIN.IND.-.-.-
att	SU.-.-.-.-	SU.-.-.-.-	SU.-.-.-.-	SU.-.-.-.-	SU.-.-.-.-	SU.-.-.-.-
